district,population,output,input,spearman_rho,p_value,abs_rho,expected_sign,sign_matches,distinguishable_from_zero,sign_consistent,rank
Bogra,adult,ELCR,SA_m2,0.021169242631692425,0.034268604754227196,0.021169242631692425,0,True,False,True,5.0
Bogra,child,HI,C_mg_per_L,0.9772136857121368,0.0,0.9772136857121368,1,True,True,True,1.0
Bogra,child,HI,IR_L_per_day,0.17763071431230712,1.10939166928312e-71,0.17763071431230712,1,True,True,True,2.0
Bogra,child,HI,BW_kg,-0.09851471880114719,5.382527270087409e-23,0.09851471880114719,-1,True,True,True,3.0
Bogra,child,HI,EF_days_per_year,0.048488398504883984,1.2278662456834406e-06,0.048488398504883984,1,True,True,True,4.0
Bogra,child,HI,ET_h_per_day,-0.0021455409574554097,0.8301357071920049,0.0021455409574554097,1,False,False,True,6.0
Bogra,child,HI,SA_m2,0.003943843395438434,0.6933325656407809,0.003943843395438434,1,True,False,True,5.0
Bogra,child,ELCR,C_mg_per_L,0.9771722148037222,0.0,0.9771722148037222,1,True,True,True,1.0
Bogra,child,ELCR,IR_L_per_day,0.17784639416646397,7.458979271560817e-72,0.17784639416646397,1,True,True,True,2.0
Bogra,child,ELCR,BW_kg,-0.09850799114507991,5.419025936283629e-23,0.09850799114507991,-1,True,True,True,3.0
Bogra,child,ELCR,EF_days_per_year,0.048484268296842686,1.2304302827082005e-06,0.048484268296842686,1,True,True,True,4.0
Bogra,child,ELCR,ET_h_per_day,-0.002225651602256516,0.8238953958588743,0.002225651602256516,0,True,False,True,6.0
Bogra,child,ELCR,SA_m2,0.0038292581302925813,0.7018092245203608,0.0038292581302925813,0,True,False,True,5.0
